,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.15,unconstrained,0,-0.1649353442962183,-0.000895045765792,0.0129900162263454,0.0141416566468022,0.1593244781751157,0.1540787270557913,0.1339857226163154,0.0952650012156877,0.0424451715861051,0.0441970460516341,0.0470060058705208,0.0486196840667847,0.0589648585874109,0.0816171808547334,0.0999797899815537,0.1007112268361163,0.1027395769985144,0.1005660987958776,0.0934592057960856,0.0687692426628325,0.0433495550671527,-0.0264731041341652,-0.0332662127143843,-0.0371953969336924,0.0018970744906376,0.0335734173139732,0.0366895351522931,0.125008670833767,0.1489113861789324,0.1662563038634377,0.1668322757731344,0.1511274954193409,0.1335532988889896,0.1134708535550812,0.0655452775859535,0.0604266714334178,0.0592787807408399,0.0705035339607897,0.0848624000043196,0.099705638689969,0.1081092550736499,-0.0282388015121339,-0.0291331132623788,-0.0343936427617332,-0.0012386572871578,0.0008142934882089,0.0046201326886476,0.0582624311375763,0.0643084339884803,0.0657579025994898,0.0653635824802192,-0.0029897145684127,-0.0065156427548531,-0.0221014482526085,-0.0660005274418455,-0.07382430740416,-0.0245783787822855,-0.011803236249773,-0.0081280931453129,0.0096708527752351,0.0758307849061044,0.1598611403253018,0.0711613320775059,0.0523894383024048,0.0054826757406827,-0.0046487712440876,-0.0049236125002041,0.0202900161167152,0.0199637293643162,0.0148490898421993,0.0110857755921705,-0.0025554593512131,-0.0032439765797018,-0.0060363350689263,-0.0114634139237184,-0.0239092477627469,-0.0371784386838554,-0.1034955810487385,-0.1077560807393283,-0.1551212869006768,0.0905163723095645,0.1418576727585474,0.1657182889448849,0.1211230018550297,-0.0623825320562048,-0.2485445674681106,-0.1078211028805231,-0.0425673210841868,0.037792474375415,0.1480306077273585,0.1236291142514431,0.0377301839177182,0.021557514804817,-0.0311483775045751,-0.0334758646758004,-0.0577441465933024,-0.0562882286916845,-0.0561134247823602,-0.0548954054614263,-0.0445158197209103
0.15,unconstrained,1,-0.1078947975196904,-0.0888096878598685,0.0051164916498851,0.0099736245096846,0.0344506263976467,0.0361503799428748,0.0214624440518793,0.0170675615469533,0.0016088888567014,0.0055319859308731,0.0120533984125559,0.0181748760645397,0.0197016756127277,0.0406113446919389,0.0525291384272073,0.0475011069019017,0.045555466970967,0.0442528784601334,0.0358424536942127,0.0358043116412232,0.0107981019755385,0.0053294357688651,-0.0092416211327359,-0.0142804245562546,-0.0146957237844782,-0.012756539486272,0.0170257564857299,0.0666658468667287,0.0671423918889666,0.0504389920651249,0.0273087736120345,0.0054717616329007,-0.0277591962090304,-0.0638901769289841,-0.0692992529090483,-0.0519673996479013,-0.0415406102018951,-0.0357331989260942,0.0238555077269593,0.0185287699899983,-0.032167893786335,-0.0419124924270226,-0.0419105518007665,-0.0393527070740242,-0.0388310910526614,-0.0340936913996419,-0.0270951905228189,0.0145737740241971,0.1467373838547798,0.1498878956847535,-0.0527302117135644,0.0453415160486105,0.0529205010442144,0.0426695815340636,0.0299766439434163,-0.0460067827319576,0.0130899827904791,0.0160767495591098,0.0423898644084728,0.0563142187960297,0.045668905211512,-0.1316273055280028,-0.1093647091726373,-0.0957904067867705,0.0623250001475614,0.0617705260636505,0.0537361548957289,0.0522234822391496,0.0552248139242665,0.0560586205164561,0.0598020764841944,0.0601064644889355,0.061464742816085,0.064210918581252,0.0509141573688998,0.038692732663172,0.0153626062086438,0.0193867938385219,0.0211283497393086,0.0214919247743772,0.2801452073696895,-0.0130793165096267,-0.1935547591610511,-0.0757246991382452,-0.0619991370429513,-0.0616944197877931,-0.0616846646728657,-0.0563447601938538,-0.0207254378539296,-0.0149304946650339,0.0209305786930507,0.0210360080432714,0.04365288761716,0.0641715167983072,0.0602859978890357,0.0680035817144624,0.0836149384471518,0.0920705799498193,0.0928617391192681,0.0395632198737505
0.15,unconstrained,2,-0.0242557630690887,0.0474623908974862,0.0490862897327948,0.054325862265423,0.0767546613291587,0.0708837013975893,0.0215822323984986,0.0185680790103424,0.0064123010342065,0.0047215869007868,-0.0099344484511494,-0.0235231620175615,-0.0303087100789327,-0.0342491351380602,-0.0213089127646695,0.1153989200841918,0.1455127396666125,0.1496581719224035,0.1538010402842695,0.0418399256644317,0.0183986251039951,-0.0510927664128821,-0.0793640960873185,-0.0996654088298534,-0.1141198353456212,-0.0980169079441926,-0.0888770886388981,-0.0854393875031638,-0.0373383648413558,-0.0233318015269494,-0.0183363112490546,-0.028235141434882,-0.027099220844363,0.0042227550799314,0.0398501359543965,0.0442687641999395,0.0648935999541269,0.0765185179267913,0.046387098498914,0.014725334600806,0.0147131024065672,0.0119095464457124,-0.0586639916674132,-0.0551160316826715,-0.0508675112202974,-0.0401606894209978,-0.0165918331562693,-0.0150274894933915,-0.0063671456035452,-0.0065465018766612,-0.0069203871894192,-0.0128173558480417,-0.0946178506538473,-0.0729130601536356,0.0048280321706872,0.02572695581651,0.0456605951257156,0.0679928354931549,0.0734397979367846,0.0734782950807693,0.0917238520219942,0.0726911545914799,0.0484184994986387,0.0081773749808231,-0.0404238554802187,-0.0553365239401584,-0.0560388969736314,0.037208402222669,0.1606030615002778,0.1746607895677137,0.0971334088003024,0.0210435332317286,-0.1429512792016769,-0.1412492973433243,-0.0457606909709724,-0.0298220292224398,0.0208100612456743,0.0336780372459992,0.0359403272684533,0.1779997776838264,0.2858486185873401,0.2772156929976939,0.0854795084312796,0.1140077596184099,0.1360985959919833,0.0158959642841658,-0.0882938001216748,-0.1757251483887465,-0.154837561220047,0.035156360772202,0.0693389147686378,0.0889718909720258,0.1247067446065735,0.1081243749965992,0.0302727098595347,0.0300147204693441,0.0190232724597514,0.0119130893647714,-0.0339636870335198,-0.0949146953647748
0.15,unconstrained,3,0.0067581937152754,0.0204667324446421,0.0276896324932274,-0.0153498051003595,-0.0471730503925127,-0.0829950396425409,-0.1692500706004047,-0.187453536425609,-0.1957914402205053,-0.1125687156583272,-0.0975728600815195,-0.0263323119238032,-0.0161067151254692,0.0304297207127419,0.0362881065327387,0.0373113844011707,0.0380184345676526,0.0387943018562246,0.0390172239004429,0.0395372397227986,0.0392854813958316,0.0379851582530399,0.0279840351575901,0.003566489198755,-0.0018614739748343,-0.0064310146670565,-0.0106858503447986,-0.0108371737552279,-0.0119175369753437,-0.0119232664783082,-0.012504328815055,-0.0124653263997283,-0.0041928547426843,0.0373701373697041,0.0576013411180742,0.0487563342737127,0.0479210385055868,0.0415035999338888,0.0202026890071946,0.0027842466643974,-0.0452318323731426,-0.1324129432833318,-0.1386506098410151,-0.0393437163597703,-0.0377348704695519,-0.0183986855988296,0.0213399973215242,0.0298253496649403,0.0329459386031425,0.0614141161826378,0.0636421872502479,0.0570201722510983,0.0491498073670326,-0.0379863045846189,-0.0449837626248292,-0.0662822845289978,-0.0612758063311593,-0.046498339509676,-0.0394955804330034,-0.0378555742308712,-0.0169771897891379,-0.0114308895144263,0.0863345211143595,0.1106057285479558,0.0707295736656403,-0.0093633177536478,-0.0787912550026295,0.0232049185408307,0.0253217700567081,0.0268153450725368,0.0173950499452661,-0.0023741945352435,-0.0118398564249542,-0.0187088073507268,-0.0247808722999129,-0.0248939668627272,-0.0230801046734629,-0.0226195055408631,-0.0202887399738305,0.013532700800904,0.0149495612792067,0.0162376160778991,0.0488655395808743,0.0501681573587093,0.0030818389462536,-0.007009112217613,0.0136616897942847,-0.0796553634811019,-0.0399443416823022,-0.0018249051578198,0.0454998767490781,-0.1029915112287938,-0.1139256971666196,-0.1237859758852479,-0.0977603502185111,-0.0227460845567524,0.0430732356746883,0.1326029701463902,0.177756973834894,0.1801734597114972
0.15,unconstrained,4,-0.1600223753813016,-0.1401059042913883,0.0384072660346426,0.0398016401501892,0.0283847057593991,0.0211043084365429,0.0218808451550116,0.0508723274134685,0.0528463576029283,0.0358112638173877,-0.0514739068171401,-0.0401113285271019,-0.0106584491068653,0.0152017580347123,0.0465072904983683,0.0717694942219493,0.0794588788504682,0.0805597483374036,0.0772367025291,0.0616564714416307,-0.0108695299741086,-0.0460974709932822,-0.010643688843416,-0.0061616163427089,0.2656644706513509,-0.0268816507309392,-0.0771316736655673,-0.0763588487758237,-0.0749928604318572,-0.0214562116909791,0.0583688888799907,0.0838164178215339,0.0864576774771643,0.0747830241110758,0.0597431002119002,0.0407339136986442,0.0031435915285866,0.0193616202743571,0.0350059110052383,0.0428959386354943,0.0466183791789882,0.0883222729017756,-0.060519231828275,-0.1066002827386212,-0.0975567119776243,-0.0584788192848559,-0.0321360919374988,-0.0316763751514468,-0.0002876100017585,0.0059434204877009,0.0089720592022066,-0.021290651631129,-0.0514035465021285,-0.065484522319136,-0.1159847022154885,-0.1159306501609496,-0.1127071366500898,-0.0020638280469977,-0.0001913069467827,-0.0001119223452166,0.0043426031348099,0.0096746369136679,0.0569380264940031,0.0787840796721957,0.0962052348350308,0.0989203817053399,0.106995181182862,0.1069279261596234,0.0790618282731818,0.0207892407259526,-0.0017110304484999,-0.0011715917661385,0.0108194513592403,0.0367028767757142,0.0141083896393698,0.0105095608135741,-0.1726605636929505,-0.1701995023969482,-0.0348018781708709,0.0349815623270739,-0.1679854363883031,-0.1637558819401388,-0.0790201688075686,-0.0630475683662936,0.0917884096892134,0.1098047642724751,0.1334405057335796,0.137575970018954,0.2003757319698618,0.1965263260392156,0.1389192595841759,0.0189590938060266,-0.0444254061520634,-0.069324303414989,-0.023013649490954,0.0077116105218308,-0.0017468184554374,-0.0279808442201172,-0.0479192735043358,-0.0864489645380022
0.15,unconstrained,5,0.0687967909398294,0.0602525054778166,-0.0486741610448537,-0.0733275392638284,-0.0689893998638275,-0.0641146787531155,-0.0330499225211029,0.0333371681673404,0.1930837298783658,0.1388512437042077,0.1238213749970347,0.1026666607595294,0.0764969213737971,0.0169571292373151,0.0148087157115899,0.0133150923713083,-0.0703825612136714,-0.0297246322034379,-0.0076826534486456,-0.0157137064694246,-0.0174226477448107,-0.018048931737344,-0.0437343999498924,-0.0435428776921495,-0.0194250118118173,0.0340439559757772,0.02774489147495,0.0221052232396443,0.0060464660826862,-0.0106777133588042,-0.0099605427769073,0.030857353011239,0.0681708376127341,0.0686590293568585,0.0039855803513635,0.0539759409662443,0.059231617057935,0.0522325151276872,0.0451291303041809,0.0347336575024637,0.0055780532697262,-0.1021196779924387,-0.1900000795293355,-0.1950546200009792,0.0950638916387438,0.1318766121787176,0.0346114003113813,0.0191374558741861,0.0189280569239631,0.0167503202507512,0.0054784023239706,-0.1156008752427153,-0.1537638024092453,-0.1598997382756275,-0.1831850757859916,-0.2702002737531774,-0.2700778326579547,-0.1516475688063607,-0.0756400604354885,-0.0186652288448607,0.0026314897230124,0.031725493850554,0.0798442900168385,0.1219478250380206,0.1995724898506008,0.2071567472719966,0.2136363948591677,0.217506545587871,0.2182244125758767,0.2353056862747671,0.1264507882809775,-0.1190510861842701,-0.0928447072973579,-0.0009343929719616,0.0360433820800869,0.0258382931000467,-0.0246700618295037,-0.0482531793517662,-0.0878913085423356,-0.0787306771291334,-0.0557522841388831,0.0393995782452911,0.157745842118798,0.1433889230405878,0.0874890848963403,0.006213975601149,0.004364492805891,-0.0548596030960961,-0.0136911367010501,0.0045137517594753,0.0133434907767071,0.0186215360120307,0.012624635017012,0.0031176371275396,-0.0384908188367365,-0.0397654316150415,-0.0426951400381963,-0.043327169244522,-0.0369552133925878,-0.0344337509810195
0.15,unconstrained,6,0.0039277111205331,0.0018038205356061,0.0016295494432099,-0.0069275253345753,-0.0099116207248036,-0.0142123892579492,-0.0258612525302273,-0.0357459779409823,0.001905702773969,0.045456504988667,0.1102013066270006,0.1252611884573364,0.1091541664767448,0.0513890551167517,0.0220704926075014,0.0205830850014354,0.0100889138342492,-0.0259809443379817,-0.0564637825405354,-0.1191404745883688,-0.1173790669738865,-0.1145989862426848,-0.0365106549770501,-0.0350264664913071,-0.0614938961687805,-0.0626719036961569,-0.0657047035366318,-0.0661753066811821,-0.0666937747376152,-0.0444007306801292,0.0357995366961629,0.069730791625485,0.0837967237014769,0.0580661395561481,0.0526707692598797,0.0463540288633756,0.0396167880809681,0.0323831546768005,-0.0172990537191282,-0.0499521727563303,-0.0934946870768342,-0.0926358321489964,-0.1025476226855435,-0.1035215966756677,-0.098309099549442,-0.0616442373825956,-0.0522510736458698,-0.0340335137142453,-0.0235333858523221,-0.0194500457680817,0.0090051908750092,0.1125800139836865,0.0887516098844969,0.0046320540144959,-0.0537369629802224,-0.1271135832978149,-0.2363815695231172,-0.2433074439432401,-0.2343428084324283,-0.0519630076693582,-0.0350231480817715,0.0014763093765282,-0.0001322857089025,-0.0076175105322366,-0.007553952592989,0.0269250820359854,0.0455588704037532,0.0470394414907673,0.0494619076732583,0.0665044209584708,0.066609376769068,0.068816875106787,0.0722963016313791,0.040471488523579,0.0338902453064413,0.0307639800373955,-0.003615673451085,-0.029548159913121,0.0172792969080122,0.1039131140829976,0.0656793565205937,-0.0965719509281441,-0.0827566729534456,-0.0535753338087783,-0.0272047320844972,0.0691747262698978,0.0853601431770911,0.0853466145038073,0.0350392242178525,-0.0212766380604598,-0.0552725492959211,-0.0790746954019567,-0.1117207594983149,-0.086418834406853,0.0083751521414434,0.0140004232706054,0.0624756701325868,0.0265643019358865,0.0224365544077027,0.0004961255388717
0.15,unconstrained,7,-0.0547250839161026,-0.0510256794446108,0.0345220766998259,0.1057126786545126,0.139804250204651,0.1398757934397223,0.133440825871832,0.0728513272620066,-0.026367227770323,-0.0190457024338026,-0.0027655051983139,0.0580976875491838,0.1691625102253473,0.1558817699186909,-0.0056155933971906,-0.0433892179510539,-0.063558105141233,-0.0589787121907661,-0.0316172983595413,-0.0124287733381875,-0.0108064464181527,0.0284943412694005,0.0554818617790013,0.0593341358149581,0.0593282251397679,0.0579236526012199,0.0514103717934641,0.0379282266959011,0.0294653254881982,0.0252271709016094,0.0274601606978515,0.0288288796843092,0.0301245056208192,-0.0253581742815418,-0.0254722677997509,-0.0254704674659969,-0.0197002222474091,-0.0117423469044535,0.0253545881762944,0.0499376347579536,0.0539409506468775,0.0541881024674353,0.0497320773188301,0.0467539497487026,0.0406967454943503,0.023241826494992,0.0008950485949004,-0.0183168321510018,-0.0278734955005299,-0.0766846169467729,-0.1008323111277533,-0.1291352925718367,-0.1313695790039002,-0.1162654169081793,-0.1150054923371337,-0.1137618015911661,-0.1114605358021512,-0.087150764153729,-0.0930739651382994,-0.0249117925441648,-0.0790165203661468,-0.1867539841809309,-0.1674986630577564,-0.0949530816476631,-0.0959363963162962,-0.0959543059270942,-0.0874264624210958,-0.0764391285919208,-0.0634852833196131,0.0075987872204636,0.077675480405321,0.0969869288448599,0.0986366788496706,0.09763006889807,0.0333476893235724,0.0294049914463876,-0.0098818971082055,0.0429158287447615,0.1102217074610445,0.1457998594350487,0.1614498501119801,0.0264285328765758,0.0162475580449532,-0.0936524045683544,-0.1905744847221715,-0.1210808666423304,-0.0806459398401013,-0.0189548742470186,0.0627728097834623,0.0516845918133856,0.0141405529289997,0.0086945352738609,0.0077798849536598,-0.0209489576477253,-0.020215019272987,-0.0129646550079414,-0.001003051735104,0.018291440996192,0.0692403171984405,0.1627153046750766
0.15,unconstrained,8,0.0306614755178937,0.0304146794670845,0.0291316311448546,0.0132410854660227,0.0090026149026973,-0.0012764434587404,-0.0878646231510696,-0.0981734122757108,-0.1021221315660609,-0.1133323306597329,-0.1841195999942551,0.0429099404209847,0.1376904232066169,0.2029982266554273,0.1552545970895968,0.1262979640766093,0.1172512061583652,0.0607210782643234,0.0228853266371071,0.0133205340448676,-0.0012519787497105,-0.0170759224520944,-0.0183589086111952,0.0057208763245171,0.0174896781143054,0.0176092104607481,0.0287595458695566,0.0495758319740922,0.0531006475193587,0.0660153269234231,0.0770273232372478,0.0835017116722598,0.0733019561197054,0.0507739964345708,-0.0231209692294971,-0.0758476415761704,-0.0851874380667832,-0.0772409614436862,-0.0585516299687265,-0.053914976280927,-0.0494257340005477,-0.0387041341750595,0.0026051950713226,0.000142665685086,-0.0609058392598225,-0.0798804625427056,-0.0876092797560765,-0.1055937214087858,-0.0858396958451201,-0.0858366112236135,-0.0677956416244445,-0.0640598908734242,-0.0630210637575565,-0.0624410955886078,-0.0591509346482173,-0.0494338890356162,-0.0054964248129287,0.043384501632512,0.2064050852351933,0.1981844941199044,0.1065858692278274,0.0520184094926969,-0.0258602495708144,-0.0871867621547606,-0.1660023873939895,-0.1659895349788565,-0.1437361951848057,-0.0912008805804616,-0.0724494929604766,0.0182973874494472,-0.0752249498284642,-0.1028725668383927,-0.1438891232288526,-0.1451095089067688,-0.1571162862463193,-0.1901997975238334,-0.0962698491131108,-0.0620324752672312,-0.0507664668410523,0.2861722964515047,0.2754589904242257,0.192945954527361,0.0654026149572057,-0.0503926143125248,-0.0662608445377728,-0.0193276581751788,0.0787904815300795,0.0670405456301441,0.0471994625787335,0.0205820684784843,-0.0576350511414176,0.1061365691331168,0.1082685596989847,0.110629650659181,0.1289854538343675,0.1226423406199916,0.0760086785143681,-0.0320418973377716,-0.0579484723766405,-0.1134656616083891
0.15,unconstrained,9,-0.0756124736796056,0.0051911239464286,0.0674443958298458,0.0686134852280706,0.068938112257372,0.0701402621417122,0.0676686565869952,-0.0266113312104118,-0.027374445077935,-0.0146622129194233,-0.0006248121642626,0.0293332949160611,0.0223949695265974,0.0223420766058923,0.0161931673821533,0.01197973167001,0.0231327675153343,0.0309378886089941,0.0312305370286232,0.0508930851557467,0.0484593212854922,0.0455502858121001,0.0141368801111276,-0.004694215400931,-0.0034355227086249,-0.0015975431995522,0.0092077682107003,0.0302711798791537,0.0703650867727261,0.0894242264062992,0.1372820013693569,0.1357208060473196,0.1233495293597188,0.0732381297319415,0.0619138104375402,0.0554000850327316,0.0219057990539961,-0.111069264096776,-0.1121957946443421,-0.0192569497411234,-0.011808029347101,0.0001490397152279,0.0330168937257697,0.0368696784895501,0.0393198944165931,0.0601907170995099,0.0624777045397575,0.0647657930862095,0.0671316596160815,0.0600661398784367,0.0487894951114027,0.0458136112726146,0.0399926590119905,0.0362775921672779,0.0349224225525661,0.0298043766430637,0.0241556267480627,0.0189622209366913,-0.0260193735581957,-0.0125053552838503,0.0066311969298613,0.034651125502787,0.1401717520069638,0.1748483930133071,-0.1289044892837303,-0.1498410637445859,-0.079587715858624,-0.0369906781266351,0.0093219651091631,0.0167688535567132,0.0316225873439206,0.0520400057525813,0.0635806882385248,0.0693254735140334,0.0715721624079996,0.0763701981865185,0.0776938789052694,0.0380404035914843,0.0200770682639532,0.0522581533459423,0.0539396294087142,0.2391143650235063,0.17084357217594,-0.0159253839112647,-0.0887250827454835,-0.1660405468801116,-0.0478062284257898,-0.0844690566030905,-0.0920864405435821,-0.0987669386230756,-0.0293825004555419,0.0170601024007996,0.0299588922380209,0.0245843910600314,-0.0610327941735615,-0.0940369599348578,-0.1237624198812952,-0.0925191247283656,-0.0921613921748445,0.0279096024005163
