,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
nonneg,0,0.0382683346862718,0.0359924498896445,-0.0244889999982325,-0.0392683940280595,-0.0596400913671082,-0.0928308916472884,-0.1021860427762446,-0.1132174675295827,-0.1415796631208717,-0.1429402240166492,-0.133814156519652,-0.1217087104275872,-0.1204492598517562,-0.1144177049365038,-0.1047218733319886,-0.1019361153362847,-0.097813554092503,-0.0976430151509991,-0.0919646416420501,-0.0903412994264781,-0.0719088046319953,-0.069719095996247,-0.0646984121635321,-0.0634527097586425,-0.0572914735456034,-0.0571656025857797,-0.0459063848195284,-0.0427960640753807,-0.0411763301340131,-0.0409410946890212,-0.0334114801544302,-0.0313713416437904,-0.0241439201043216,-0.0227833698202305,-0.0188123390248661,-0.0130850029328944,-0.0065627079674474,0.0164971241015375,0.0180805879602717,0.0190406362104981,0.0235942598558435,0.0266351447786705,0.0403824437203906,0.0555043135684627,0.0640693961935074,0.0771064481698559,0.0840499875106827,0.0844022504188639,0.0916763611248735,0.0974154256566101
nonneg,1,-0.1623280292344521,-0.1200354429604344,-0.0976791204929902,-0.0682185469995555,0.0280852762223735,0.0357513815466106,0.0380697538406784,0.0367373229483962,0.0045464031000105,-0.0044636839099507,-0.0061340575056629,0.0126376625255092,0.0287639621003428,0.0430600278683682,0.054127216168707,0.1304110694565324,0.1026521008676809,0.0768393317780584,0.0350303832940352,-0.0169012469489321,-0.0257395182667035,-0.0860426041941241,0.0313282477725561,0.1009947984156564,0.1018408002387736,0.10734439244378,0.1126320137335842,0.1546362741859397,0.0756521945343011,0.0736769348715098,0.069425912787281,0.0978081027793816,0.1235971042773499,0.1251862863401736,0.1297532612509602,0.1299562801580908,0.0746108157592732,-0.065375443697379,-0.0727319073926568,-0.0786984583548136,-0.0495554953289455,0.0001630470029345,-0.0232987022901159,-0.0224106765362248,-0.0223960965577892,-0.0032463694268612,0.0221583856148176,0.0429310615893923,0.0270491125883367,-0.0173568371513451
nonneg,2,0.1391002810081794,0.0712863940574023,0.0489483738160967,0.0247781506808738,0.0110968930064158,-0.0126444936075703,-0.0204111541477152,-0.0449586346835776,-0.059704978858415,-0.0684443943786279,-0.0696869398814246,-0.0753370075797823,-0.0769771054366856,-0.0829988181843432,-0.0818650525872456,-0.0772203185421867,-0.0748230073442447,-0.0728799025752513,-0.0624085694761323,-0.0511877668104863,-0.0486302643528536,-0.0484230631762789,-0.0458132945669269,-0.0455676047182289,-0.0452923705024076,-0.0336519753700802,-0.0277665602967481,-0.0234234571186892,-0.0211682620347355,-0.0191206911971461,-0.0191170183884259,-0.0158477675415765,-0.0097345093635209,-0.0072002687476778,-0.0017112615851996,0.0050390845740908,0.0099307269417586,0.016182990522275,0.0243465160383994,0.0250071090617471,0.031699476127293,0.0509232682690931,0.0718322407999868,0.0740676306181521,0.0761536096835151,0.0889165269452579,0.0906474898825102,0.0988169807424955,0.1132141331609022,0.1156175342874651
nonneg,3,-0.0547126604293681,-0.0571066621654899,-0.0646821085268686,-0.071609938926218,-0.0683918314868176,-0.0581211258249115,-0.0317362821025223,-0.023083511958662,-0.0212598751122813,-0.0015568218681555,0.0039509293271881,0.0086676197047905,0.0089396555115147,0.0115908347010684,0.0116104504368695,0.0154654055036992,0.015924452355732,0.0232829299954167,0.0471339652885246,0.0527228496098007,0.0557404841471852,0.0605849381471228,0.062490309913045,0.0668513350579126,0.0668986756914546,0.068418817974438,0.0686034858969714,0.0686702793487348,0.0693124517467348,0.0674093745544148,0.060442858501038,0.0586610810962298,0.0564378033212094,0.0561024151925876,0.0456834013072404,0.0436965280449881,0.014180506343166,0.0117685025812966,0.0007160428065204,-0.0016031192671994,-0.0119747505749366,-0.0215474228651144,-0.0706616554718182,-0.1134006720114203,-0.1218700242845113,-0.1384015904425966,-0.1399629278625836,-0.1429472934195671,-0.157094120066447,-0.1722833564812271
nonneg,4,0.0831057491810944,0.07983259181891,0.0396257724603239,0.0091985280773718,-0.0161567558242783,-0.0379207337452682,-0.0392184463564555,-0.0400401223721319,-0.0409199185937737,-0.0417092353641821,-0.0429476321325372,-0.042408922949627,-0.0369523110432314,-0.0368005087603602,0.0059670434450695,0.010640099942858,0.0150581222988899,0.0170284218311265,0.0200065517659505,0.0311442010524577,0.0317045545613901,0.0558599140071387,0.0611425098266718,0.0618131820088552,0.0626526531745927,0.0663222016536968,0.0667011395490221,0.068006426105516,0.0722877258474785,0.0723769991731588,0.0718564970382473,0.0717869759477719,0.070577360350773,0.0688099228309941,0.0599056983903382,0.0562249508720875,0.0496820315155736,0.0414767740028679,0.0238534475262947,0.016957408585875,0.0128245221753028,-0.0383230488375713,-0.0406645925362048,-0.0921164106116709,-0.1003676273603448,-0.1059121436588678,-0.1133984193990446,-0.117474560990378,-0.1200618741745693,-0.1251971175166683
nonneg,5,0.1335637363675176,0.1330250253790685,0.1137491157481288,0.1125008376825521,0.0681406783195774,0.0402900155777307,0.0371296120175299,0.0358425768630941,0.0331381226963677,0.0330787358188369,0.0320643465380159,0.0319772423335229,0.0316403058700903,0.0321277725563289,0.0323298273434879,0.0326031935335671,0.0329637833215544,0.0334281297848623,0.0338633715098048,0.0338869423722474,0.0342557340945768,0.0295660689833313,0.0276823979670207,0.023797261471203,0.0192171289377487,0.016030828588483,0.0115601047716339,0.0110863226641088,0.0067882703312344,0.0028477179650635,0.0026248328722642,0.0009344352007044,0.0002401024101924,-0.0004409922496152,-0.0007150033074729,0.0003362264919318,0.0048239391132464,0.0104900315886106,0.0140504708499373,0.021030962234477,0.0248133800208608,0.0458161927955184,0.0459095517027089,0.0493356047746598,0.0630124819962519,0.0643925910374291,0.0761620196303938,0.0772645469645948,0.0823955286900328,0.0835981090231394
nonneg,6,0.061065404764212,0.0453872982244321,0.014722411279479,-0.0076126596594862,-0.0196485638034157,-0.0419430587809288,-0.0349230640745469,-0.0343676786554417,-0.0060162033877175,-0.0046473318932002,0.0017473890214221,0.0096898617942841,0.0172932977013819,0.0184041912820339,0.0186110486072187,0.0193485924130644,0.0210806983243156,0.0223458875964058,0.0260119094138197,0.0278206379038542,0.0316710638798184,0.031506923481899,0.0311852625345929,0.0292464128327463,0.0282239735195694,0.0279707564886698,0.0264794305859485,0.0250475353728211,0.0232692219033612,0.0199100884437853,0.0198581173233863,0.0190320201507756,0.019025763314792,0.0188800368947202,0.0182597641298889,0.0168435491860097,0.0167787254946164,0.0155014089906667,0.0122321093923712,0.0077301318860766,0.0050851588217969,0.0048784295020624,0.0044964340208217,-0.0036034885523926,-0.0062883397479113,-0.0137812036604666,-0.0172898631861385,-0.0228580343218411,-0.0230071281734313,-0.0237106379255879
nonneg,7,-0.1020387987032181,-0.036689806120574,-0.0277464437373072,-0.0217662149014086,0.0352293988442931,0.0510124540364225,0.0480320983991584,0.0450355480070302,0.0362661330265576,0.008047244530956,0.0019850643341434,-0.007314589299705,-0.0240486200186059,-0.0387043757491096,-0.0414219741249222,-0.0421525615388812,-0.042445106552911,-0.04336883053525,-0.0418625415167271,-0.0351136931266914,-0.0291298844029935,-0.0287569284171634,-0.0252389381347868,-0.0195725554876808,-0.0122419739024769,-0.0006270943001603,0.0077600235638688,0.0089015290782049,0.0281243303971493,0.0380137844820113,0.0425521164343322,0.0463561645696262,0.0410022955241701,0.0160790769422621,0.0115637841670972,0.0084878436880525,0.0052863696593671,0.0056111056618954,0.0083085900428165,0.0107313914162031,0.0180712109049118,0.0245062777821867,0.04226560818441,0.071658820126954,0.1040989722106727,0.1041524544957749,0.1041512374543635,0.101102905943794,0.0947060391875707,0.0823060215628176
nonneg,8,0.0125880020303651,-0.0074299631003563,-0.011114321155608,-0.0187387498033869,-0.0460782277858833,-0.0487394598160652,-0.0507792708699749,-0.0890864156525258,-0.0975275250071298,-0.0962677399692306,-0.0943328575078323,-0.0819226243036526,-0.0739485887195112,-0.0592943856348198,-0.0580532688154846,-0.0520225708438157,-0.0458221514888791,-0.0424787877244479,-0.0266258268681522,-0.0198309216131412,-0.015223667010445,-0.0030664168614609,-0.0009017395873697,8.175100843399452e-05,0.0067447622190657,0.0108834323216731,0.0207368534802226,0.0369252389199117,0.0395120898264125,0.0432385611124324,0.046539256213365,0.0534401172054139,0.0573923641006068,0.0601304877892326,0.0627623134951848,0.0678213574342913,0.0668719254477191,0.0667079235390997,0.0650234355408698,0.0645956501345833,0.0641363547278257,0.0566544378815806,0.056103251103039,0.0530204087422002,0.0467804762223148,0.0422447824794344,0.0414299871206722,0.0400473686042889,0.0397592074347786,0.039169243428543
nonneg,9,0.2134120948146327,0.1532081421339042,0.1517459352075656,0.0655610658967519,-0.0113478632363787,-0.0218844061483861,-0.0494456267064425,-0.0522800858480358,-0.0667325846782522,-0.068245673519341,-0.0901191813013672,-0.1023911849710365,-0.104410904366776,-0.119771173663791,-0.1197343780758553,-0.1166341588086571,-0.1117282104752921,-0.1084446213682273,-0.1022713062068985,-0.1017668759454589,-0.0987788110377012,-0.0942455138976413,-0.0941127578851679,-0.0926414783314084,-0.0874493891612426,-0.079931248813776,-0.0727312845139872,-0.061666731266915,-0.050259433229052,-0.0452218633410959,-0.0392380938927753,-0.037301795338593,-0.0359690515686251,-0.0350230870029043,-0.0347094933499865,-0.0193075153299434,-0.006722360655467,-0.0009201790056961,0.0088938895967508,0.0114952693038994,0.0123071730121933,0.0137055279746783,0.0189651621416467,0.0211960148941932,0.0262882047390911,0.0303991791133334,0.0317361370014905,0.0331932896556004,0.0385029706264703,0.0418400748267502
