x,y_teo,y,y_sin,y_con
138.0,4.055697781719816,2.2897078730348435,4.359064880298522,4.567577838251362
139.0,4.546512117204565,7.6544983320602284,4.953708373908684,5.083105270381973
140.0,5.031664786924843,-1.5750697007109755,5.537588547628788,5.599692300676658
141.0,5.5034433852181905,6.105667089926925,6.1068742870569395,6.112859418319353
142.0,5.954349762842988,-0.8391815293869209,6.655618118638985,6.615602565901126
143.0,6.377216815137287,9.831885184756812,7.177343479032705,7.10028654936483
144.0,6.765320112883721,10.563126197599532,7.665573804895877,7.5592761746533155
145.0,7.1124826335831,6.456469629251031,8.113832532886288,7.984936247709439
146.0,7.4131709585182275,13.87354395014318,8.515270464235353,8.369358544597688
147.0,7.6625814341756175,3.4447693264258534,8.861547858469045,8.703542721869098
148.0,7.8567149532077245,11.089394818776782,9.143952339686969,8.978215406196332
149.0,7.992439187718234,7.245443639233578,9.353771531988729,9.184103224252063
150.0,8.067537303466478,1.1383551361963065,9.482293059473937,9.311932802708963
151.0,8.080742394558488,12.208218658565901,9.522253040579162,9.354027388277874
152.0,8.031757101029608,18.222017854277276,9.472181571088816,9.309096707822341
153.0,7.9212581029495155,26.488147391415723,9.332057241124271,9.17744710824408
154.0,7.750885420686851,8.305333212953615,9.101858640806903,8.959384936444804
155.0,7.523216688074648,10.407995615545763,8.781564360258088,8.65521653932624
156.0,7.2417267997193795,17.494743750622398,8.373738795365862,8.267934222135757
157.0,6.910733561936517,0.6127845666953533,7.891289565084921,7.811274123503385
158.0,6.535330195212372,15.635138798811543,7.3497100941366185,7.301658340404794
159.0,6.12130574127729,-3.8423733162966602,6.7644938072423155,6.755508969815667
160.0,5.675054616627331,-1.2588720781690244,6.151134129123369,6.189248108711684
161.0,5.203476723704754,3.8586231801458033,5.523479057591791,5.617582169741177
162.0,4.71386967829918,2.41066922446159,4.8887948828222045,5.04835482824309
163.0,4.21381483476168,10.018166869271132,4.252702468079884,4.487694075229015
164.0,3.7110588874134898,-2.696709559254293,3.6208226766301097,3.941727901710549
165.0,3.2133928955691964,2.454016531444974,2.998776371738158,3.4165842986992874
166.0,2.7285306198037977,0.6345501602543759,2.3920438963664794,2.9178134448652258
167.0,2.263988067846488,3.24111489330721,1.8055435122662258,2.448654269511965
168.0,1.8269661296136799,5.508746388652565,1.2440529608857203,2.011767889601504
169.0,1.424238132694009,7.021510446009229,0.7123499836732882,1.6098154220958445
170.0,1.0620440728210996,2.9885447905593403,0.21521232207725463,1.245457983956988
171.0,0.7459931697137376,3.0454933665230794,-0.24171988843208858,0.9214580422466968
172.0,0.48097626875318733,0.78127051640282,-0.6493569362965813,0.6409834644257798
173.0,0.2710894553308445,-9.10139798070713,-0.9977467159360964,0.40730346805480716
174.0,0.11957007373372486,-10.839769761640719,-1.2769371217705063,0.2236872706943498
175.0,0.028746148870764987,2.184017925901888,-1.4769760482196843,0.09340408990497817
176.0,0.0,-8.325327667456746,-1.5899623517435648,0.019088030916434365
177.0,0.03374661415907543,-4.705722603467142,-1.61619873696233,0.000832749635145999
178.0,0.12942711668495033,1.4419715540491798,-1.558038870536223,0.038096789636712175
179.0,0.28551744062715256,-1.823240663864798,-1.4178364191254866,0.13033869449673197
180.0,0.499552059688654,-4.2940307529138195,-1.1979450493903658,0.2770170077908045
181.0,0.7681624142703667,-4.651732919615099,-0.9013435587257325,0.4776156635744416
182.0,1.0871294309174093,1.3115621870274419,-0.5335112674649729,0.731720157822805
183.0,1.451449315545462,10.256206706042377,-0.10055262667610176,1.0389413769909692
184.0,1.8554115936954987,-8.331238511716903,0.39142791257286563,1.3988902075340088
185.0,2.2926881799571737,0.8185543262939639,0.9363258992139144,1.8111775359069986
186.0,2.7564320865972927,8.525941888842686,1.528945371268776,2.275521220929107
187.0,3.2393842310157877,4.821874541933999,2.16772432311817,2.7920670108758774
188.0,3.73398667527456,0.14493015397964193,2.852009238232562,3.361067626386947
189.0,4.232500530576569,4.426326682609398,3.581146600082416,3.9827757881019528
190.0,4.727126686779814,7.18060425659535,4.354482892138201,4.657444216660533
191.0,5.210127482949293,11.306342372798298,5.171315716788134,5.384954700672531
192.0,5.673947420267566,-3.915912454763956,6.030747152091443,6.163705300628612
193.0,6.111331033570153,0.9426931244052703,6.931830395025113,6.9917231449896455
194.0,6.515436082112734,8.17344137159455,7.87361864256612,7.8670353622165
195.0,6.879940293220683,9.4801329472993,8.855165091691454,8.787669080770053
196.0,7.199139993078458,8.662990295807443,9.874641820287652,9.750806499939694
197.0,7.468039085516478,9.936428960802669,10.926696429879506,10.750250102328916
198.0,7.682426990271059,12.979088672636585,12.005095402901356,11.778957441369739
199.0,7.838944324478289,10.593476429215077,13.10360522178755,12.829886070494174
200.0,7.935135302426978,23.3537375265719,14.215992368972444,13.895993543134244
